VTD,B02001e1,B02008e1,B02009e1,B02010e1,B02011e1,B02012e1,B02013e1,B03002e1,B03003e1,B17017e1,B17021e1,B19301e1,C17002e1,VTD.1,ID
420431030RUSH TWP,243.734387047,236.966461064,3.20585967618,2.4934464148,0.0,0.0,5.87740940632,243.734387047,243.734387047,104.635697764,243.734387047,3154.29876638,243.734387047,420431030RUSH TWP,3346
420431040SOUTH HANOVER TWP DIST 01,1375.13422768,1345.00419169,0.0,0.0,30.1511581022,0.0,0.0,1375.13422768,1375.13422768,476.602443164,1375.13422768,54233.8422943,1375.13422768,420431040SOUTH HANOVER TWP DIST 01,3347
420431050SOUTH HANOVER TWP DIST 02,2471.14958655,2346.48296157,22.146835443,0.0517985611511,119.757387544,0.0,4.74575045208,2471.14958655,2471.14958655,914.194365261,2471.14958655,59051.059635,2471.14958655,420431050SOUTH HANOVER TWP DIST 02,3348
420431060SOUTH HANOVER TWP DIST 03,2130.92913541,2018.67399782,19.853164557,0.0,110.091454353,0.0,4.25424954792,2130.92913541,2130.92913541,799.853551286,2130.92913541,36236.647711,2130.92913541,420431060SOUTH HANOVER TWP DIST 03,3349
420431070STEELTON WD 01,401.909638554,315.431726908,86.4779116466,0.0,0.0,0.0,0.0,401.909638554,401.909638554,209.815261044,401.909638554,17897.3835341,401.909638554,420431070STEELTON WD 01,3350
420431080STEELTON WD 02 DIST 01,1508.25225321,1001.90266707,461.347812035,0.0,6.57608695652,0.0,52.8602881242,1508.25225321,1508.25225321,590.033090332,1508.25225321,32693.0843045,1508.25225321,420431080STEELTON WD 02 DIST 01,3351
4204347DERRY TWP PCT 02,1462.96170496,1380.62733267,30.4897369297,0.0,84.992047952,0.0,0.0,1462.96170496,1462.96170496,633.091108891,1462.96170496,22915.5051482,1462.96170496,4204347DERRY TWP PCT 02,3352
4204355DERRY TWP PCT 03,1573.93317793,1463.46125874,35.6060916861,0.0,109.242703963,0.0,0.0,1573.93317793,1573.93317793,700.204195804,1573.93317793,25892.0877078,1573.93317793,4204355DERRY TWP PCT 03,3353
4204363DERRY TWP PCT 04,1849.11565752,1610.8087986,68.7604059243,0.0,81.5432884327,0.0,92.0041633669,1849.11565752,1849.11565752,789.281784267,1849.11565752,45063.8972878,1849.11565752,4204363DERRY TWP PCT 04,3354
4204371DERRY TWP PCT 05,1065.03677001,994.887930836,28.0716662373,0.0,49.0733190351,0.0,7.77260515305,1065.03677001,1065.03677001,441.708760893,1065.03677001,24724.0230107,1065.03677001,4204371DERRY TWP PCT 05,3355
4204379DERRY TWP PCT 06,1568.11429037,1408.21536224,50.7901328573,0.0,15.2808697734,0.0,98.9551318259,1568.11429037,1568.11429037,586.702836173,1568.11429037,19571.8801618,1568.11429037,4204379DERRY TWP PCT 06,3356
4204387DERRY TWP PCT 07,1850.45156687,1682.07986591,28.6064680892,0.0,136.995451884,0.0,7.34853556485,1850.45156687,1850.45156687,775.302209919,1850.45156687,35217.6250277,1850.45156687,4204387DERRY TWP PCT 07,3357
4204395DERRY TWP PCT 08,1044.51873297,836.084650748,48.4435434713,0.0,158.786873647,0.0,3.93772703684,1044.51873297,1044.51873297,478.64774855,1044.51873297,22776.6566725,1044.51873297,4204395DERRY TWP PCT 08,3358
42043103DERRY TWP PCT 09,1319.22714161,1076.81643829,39.2737782353,0.0,182.155088035,0.0,20.9818370524,1319.22714161,1319.22714161,695.192079544,1319.22714161,26254.2249188,1319.22714161,42043103DERRY TWP PCT 09,3359
42043111DERRY TWP PCT 10,1219.32433669,1144.47804209,0.0,0.0,91.6029277219,0.0,0.0,1219.32433669,1219.32433669,425.618481244,1219.32433669,29565.4034767,1219.32433669,42043111DERRY TWP PCT 10,3360
42043119DERRY TWP PCT 11,1478.06157746,1329.46408397,4.7326694753,0.0,143.864824018,0.0,0.0,1478.06157746,1478.06157746,652.549860683,1478.06157746,24187.4128033,1478.06157746,42043119DERRY TWP PCT 11,3361
420431090STEELTON WD 02 DIST 02,575.203020917,410.313624718,116.189851249,0.0,12.0362318841,0.0,58.6495430385,575.203020917,575.203020917,287.120178961,575.203020917,14893.3943903,575.203020917,420431090STEELTON WD 02 DIST 02,3362
420431100STEELTON WD 03 DIST 01,675.62686949,324.199962113,315.030235387,2.20565552699,27.3468294773,0.0,58.4608470957,675.62686949,675.62686949,269.695687818,675.62686949,9675.33921117,675.62686949,420431100STEELTON WD 03 DIST 01,3363
420431110STEELTON WD 03 DIST 02,1513.02017955,574.764459385,984.454189683,23.794344473,18.0408516821,0.0,105.928843273,1513.02017955,1513.02017955,408.766403854,1513.02017955,13619.4074116,1513.02017955,420431110STEELTON WD 03 DIST 02,3364
420431120STEELTON WD 04,1319.98803828,595.387559809,763.5,52.0,12.0,0.0,1.1004784689,1319.98803828,1319.98803828,450.56937799,1319.98803828,20676.3911483,1319.98803828,420431120STEELTON WD 04,3365
420431135SUSQUEHANNA TWP WD 01,2158.41244399,1879.55371768,238.93866698,24.9259286926,63.6037483266,0.0,1.40301151461,2158.41244399,2158.41244399,947.224587752,2143.67616554,57524.4001871,2143.67616554,420431135SUSQUEHANNA TWP WD 01,3366
420431145SUSQUEHANNA TWP WD 02,4063.85613747,3576.33700054,444.761768519,2.13253012048,120.046320304,0.0,0.048061518744,4063.85613747,4063.85613747,2041.10415574,4062.46425187,93231.6078587,4062.46425187,420431145SUSQUEHANNA TWP WD 02,3367
420431155SUSQUEHANNA TWP WD 03,2315.28032251,1352.7392618,951.25484191,0.0,53.260211658,0.0,67.3558341379,2315.28032251,2315.28032251,975.12535453,2315.28032251,47554.0020389,2315.28032251,420431155SUSQUEHANNA TWP WD 03,3368
420431165SUSQUEHANNA TWP WD 04,3275.06152078,2193.53227065,869.602467118,0.0,97.4534685151,0.0,196.311901398,3275.06152078,3275.06152078,1286.49966846,3256.88785849,54732.0698719,3256.88785849,420431165SUSQUEHANNA TWP WD 04,3369
420431175SUSQUEHANNA TWP WD 05,2153.20769098,1650.28003776,400.032574396,15.2904768031,105.833321868,0.0,11.0696864111,2153.20769098,2153.20769098,1040.55302152,2153.20769098,59143.3404714,2153.20769098,420431175SUSQUEHANNA TWP WD 05,3370
420431185SUSQUEHANNA TWP WD 06,2207.68507435,1779.8471223,457.341700729,1.7422758101,21.1192698113,0.0,8.33041018388,2207.68507435,2207.68507435,1014.26667848,2207.68507435,65684.6816866,2207.68507435,420431185SUSQUEHANNA TWP WD 06,3371
420431205SUSQUEHANNA TWP WD 08,2358.17624701,1857.95743181,444.911574898,0.0,123.335913776,0.0,13.1111823134,2358.17624701,2358.17624701,968.481876747,2323.21309418,99359.1353112,2323.21309418,420431205SUSQUEHANNA TWP WD 08,3372
420431215SUSQUEHANNA TWP WD 09,3027.73527755,2142.91518137,826.51531793,0.0,168.636152993,0.0,10.02563281,3027.73527755,3027.73527755,1325.08813993,3001.00025673,62201.9031484,3001.00025673,420431215SUSQUEHANNA TWP WD 09,3373
42043127DERRY TWP PCT 12,1622.85742338,1475.37155528,50.9684952698,0.0,112.783310902,0.0,0.0,1622.85742338,1622.85742338,669.371317482,1622.85742338,51428.5540086,1622.85742338,42043127DERRY TWP PCT 12,3374
42043135DERRY TWP PCT 13,1455.36790908,1382.46396442,1.01340482574,0.0,71.8905398381,0.0,0.0,1455.36790908,1455.36790908,529.214328389,1455.36790908,44501.5198614,1455.36790908,42043135DERRY TWP PCT 13,3375
42043143DERRY TWP PCT 14,1408.53143014,1132.16360143,32.4413944551,12.3195168817,148.244853143,0.0,123.195168817,1408.53143014,1408.53143014,587.640955257,1408.53143014,15564.0669778,1408.53143014,42043143DERRY TWP PCT 14,3376
42043144DERRY TWP PCT 15,2958.78134544,2508.16812865,45.9514136701,17.4499039253,282.377582846,0.0,174.499039253,2958.78134544,2958.78134544,1168.74193599,2958.78134544,45412.2234791,2958.78134544,42043144DERRY TWP PCT 15,3377
42043150EAST HANOVER TWP PCT 01,2724.91039427,2646.09274194,12.6478494624,0.0,2.52956989247,43.002688172,72.1594982079,2724.91039427,2724.91039427,907.296594982,2724.91039427,39601.7365591,2724.91039427,42043150EAST HANOVER TWP PCT 01,3378
42043160EAST HANOVER TWP PCT 02,2926.08960573,2726.90725806,57.3521505376,10.0,3.47043010753,58.997311828,120.840501792,2926.08960573,2926.08960573,1097.70340502,2904.08960573,36947.2634409,2904.08960573,42043160EAST HANOVER TWP PCT 02,3379
42043PR151HALIFAX TWP PCT 01,1817.23408667,1766.13704089,87.5223296199,0.0,6.47148401447,0.0,0.134965266292,1817.23408667,1817.23408667,720.523201276,1805.94264893,18348.5277359,1805.94264893,42043PR151HALIFAX TWP PCT 01,3382
42043192HALIFAX TWP PCT 02,1667.75914754,1655.87867597,19.9271014708,0.0,1.53467853051,0.0,0.0793913331128,1667.75914754,1667.75914754,626.04062371,1664.65146699,26971.4026211,1664.65146699,42043192HALIFAX TWP PCT 02,3383
42043200HALIFAX,697.114879906,691.549379499,9.6623270952,0.0,0.695687550854,0.0,0.0,697.114879906,697.114879906,299.92699221,696.032699271,19914.8543494,696.032699271,42043200HALIFAX,3384
42043210HARRISBURG WD 01 DIST 01,191.459087205,120.362763732,39.1113332415,0.321730950141,20.9388942774,0.0,13.0479774224,191.459087205,191.459087205,109.563754103,191.459087205,10791.1746471,191.459087205,42043210HARRISBURG WD 01 DIST 01,3385
420431195SUSQUEHANNA TWP WD O7,2060.86879362,1500.82831505,487.634154679,0.0,49.7966101695,0.0,41.8169776385,2060.86879362,2060.86879362,901.127303803,2060.86879362,33713.8561174,2060.86879362,420431195SUSQUEHANNA TWP WD O7,3386
420431220SWATARA TWP DIST 01,2085.92157735,1476.71283307,488.868320894,14.9341176471,115.441917116,0.0,34.8382608867,2085.92157735,2085.92157735,797.400145615,2085.92157735,56035.995696,2085.92157735,420431220SWATARA TWP DIST 01,3387
420431230SWATARA TWP DIST 02,3554.23663212,1804.35147101,1531.70036774,18.7006507494,262.72801802,0.0,127.859490242,3554.23663212,3554.23663212,937.544549866,2514.07337988,24312.2965561,2514.07337988,420431230SWATARA TWP DIST 02,3388
420431240SWATARA TWP DIST 03,2427.79966056,1510.99532625,746.812640392,8.23111395647,222.830064864,0.0,65.6850418887,2427.79966056,2427.79966056,747.889184524,1945.9629128,35009.6226606,1945.9629128,420431240SWATARA TWP DIST 03,3389
420431250SWATARA TWP DIST 04,1905.0,1542.0,222.0,7.0,143.0,0.0,11.0,1905.0,1905.0,822.0,1889.0,56899.0,1889.0,420431250SWATARA TWP DIST 04,3390
420431260SWATARA TWP DIST 05,3022.7688402,2536.76924835,332.404115207,9.86164189667,159.278494592,0.0,34.3457183298,3022.7688402,3022.7688402,1266.37623012,3022.7688402,41996.8877284,3022.7688402,420431260SWATARA TWP DIST 05,3391
42043220HARRISBURG WD 01 DIST 02,2997.49135887,1003.68097731,1760.52391356,40.0765157101,88.6781298181,0.0,515.257882563,2997.49135887,2997.49135887,1051.34453145,2996.80821565,34146.7177178,2996.80821565,42043220HARRISBURG WD 01 DIST 02,3392
42043230HARRISBURG WD 01 DIST 03,2548.89625534,754.767409887,1492.6732738,82.6017533397,202.321870182,0.0,487.482275608,2548.89625534,2548.89625534,974.446039683,2535.57939856,19034.8832396,2535.57939856,42043230HARRISBURG WD 01 DIST 03,3393
42043240HARRISBURG WD 02 DIST 01,1836.45026717,853.409044361,958.461972085,11.1152416357,82.5859246614,0.0,19.6654275093,1836.45026717,1836.45026717,835.999559121,1818.69664398,37882.0792062,1818.69664398,42043240HARRISBURG WD 02 DIST 01,3394
42043250HARRISBURG WD 02 DIST 02,2331.29362785,610.238603336,1623.74611326,3.96282527881,104.212834258,0.0,46.6791093421,2331.29362785,2331.29362785,830.461249261,2325.04725104,22077.3737665,2325.04725104,42043250HARRISBURG WD 02 DIST 02,3395
42043260HARRISBURG WD 03,838.914386584,525.150926743,283.429832304,0.0,30.3336275375,0.0,0.0,838.914386584,838.914386584,741.278022948,838.914386584,24129.4527802,838.914386584,42043260HARRISBURG WD 03,3396
42043270HARRISBURG WD 04,1155.81104694,806.557165742,316.570167696,31.0144508671,1.68371350295,0.0,0.0404624277457,1155.81104694,1155.81104694,886.109260289,1155.76480417,24440.2639828,1155.76480417,42043270HARRISBURG WD 04,3397
420431270SWATARA TWP DIST 06,3142.37525564,2090.84279621,546.530576473,0.0,161.742089826,0.0,374.455034589,3142.37525564,3142.37525564,1211.10783002,3115.68809192,42573.5200215,3115.68809192,420431270SWATARA TWP DIST 06,3398
420431280SWATARA TWP DIST 07,2781.31988677,1912.43135173,487.983368719,19.1383581033,119.4497523,0.0,274.65428167,2781.31988677,2781.31988677,1197.63234253,2781.31988677,45699.1319887,2781.31988677,420431280SWATARA TWP DIST 07,3399
420431290SWATARA TWP DIST 08,2799.87991888,2346.02592619,265.903696591,0.0,107.882561641,0.0,173.950827869,2799.87991888,2799.87991888,1070.08751074,2794.5670826,44941.6373294,2794.5670826,420431290SWATARA TWP DIST 08,3400
420431300SWATARA TWP DIST 09,1437.69822848,1075.87104718,224.79691398,6.13411764706,49.647101641,0.0,132.211344525,1437.69822848,1437.69822848,558.962206587,1437.69822848,26168.9080193,1437.69822848,420431300SWATARA TWP DIST 09,3401
42043PR160UPPER PAXTON TWP DIST 01,2130.01950692,2110.26176089,6.60986964618,10.1846452867,14.6404275996,0.0,0.0,2130.01950692,2130.01950692,866.812558703,2081.00590148,24001.3874348,2081.00590148,42043PR160UPPER PAXTON TWP DIST 01,3402
42043PR159UPPER PAXTON TWP DIST 02,1984.96305385,1957.87687216,24.1753988625,5.82211147007,8.42263546345,0.0,0.0,1984.96305385,1984.96305385,799.136878863,1956.97665929,27374.3308324,1956.97665929,42043PR159UPPER PAXTON TWP DIST 02,3403
420431320WASHINGTON TWP,3559.0,3521.0,11.0,5.0,14.0,5.0,3.0,3559.0,3559.0,1374.0,3452.0,69880.0,3452.0,420431320WASHINGTON TWP,3404
42043280HARRISBURG WD 05,1848.29254487,1311.84460432,546.670468021,5.92857142857,22.3846153846,0.0,0.0,1848.29254487,1848.29254487,1109.6006799,1848.29254487,60627.8680212,1848.29254487,42043280HARRISBURG WD 05,3405
42043290HARRISBURG WD 06,992.163404017,696.422980608,298.395694996,11.6404167449,14.9923634056,0.0,8.66388343099,992.163404017,992.163404017,570.282090003,988.865219056,31540.017734,988.865219056,42043290HARRISBURG WD 06,3406
42043300HARRISBURG WD 07 DIST 01,993.650855251,328.992598309,630.076104828,28.5284431817,13.4257555848,0.0,35.4478125103,993.650855251,993.650855251,473.696960518,913.120172451,23051.2703942,913.120172451,42043300HARRISBURG WD 07 DIST 01,3407
42043310HARRISBURG WD 07 DIST 02,1897.75546971,201.359941332,1501.74919043,11.0657119014,7.0,0.0,267.855624446,1897.75546971,1897.75546971,781.862751668,1890.83799398,40443.3731057,1890.83799398,42043310HARRISBURG WD 07 DIST 02,3408
42043320HARRISBURG WD 08,2501.59818893,353.863094387,2340.23346276,0.217966088442,0.0,4.89786585366,60.176568326,2501.59818893,2501.59818893,877.659944226,2456.99333102,25290.8661973,2456.99333102,42043320HARRISBURG WD 08,3409
42043330HARRISBURG WD 09 DIST 01,1192.32326141,251.9823826,660.165600994,5.86369268897,20.2586293309,2.83307926829,294.960696268,1192.32326141,1192.32326141,515.421615206,1192.32326141,21477.141035,1192.32326141,42043330HARRISBURG WD 09 DIST 01,3410
420431330WAYNE TWP,1319.88065557,1308.58852461,8.43159576418,0.0,2.43274628307,0.0,1.20972543831,1319.88065557,1319.88065557,478.800151096,1305.59062581,13831.2169518,1305.59062581,420431330WAYNE TWP,3411
420431340WEST HANOVER TWP DIST 01,1642.87445838,1641.95650733,17.5163569286,0.0,0.0,0.0,0.0,1642.87445838,1642.87445838,597.243075154,1637.57074124,26391.1977198,1637.57074124,420431340WEST HANOVER TWP DIST 01,3412
420431350WEST HANOVER TWP DIST 02,1961.51762465,1954.97683448,7.93066765882,0.0,0.0395095367847,0.0,0.00463215258856,1961.51762465,1961.51762465,667.612931625,1923.96635624,21827.1736946,1923.96635624,420431350WEST HANOVER TWP DIST 02,3413
420431360WEST HANOVER TWP DIST 03,3691.48264228,3525.22173785,125.695379464,0.0,139.15536779,0.0,15.851226158,3691.48264228,3691.48264228,1506.46713123,3601.3885022,45122.8243268,3601.3885022,420431360WEST HANOVER TWP DIST 03,3414
420431370WEST HANOVER TWP DIST 04,1527.12527469,1469.84492033,84.8575959483,0.0,21.8051226731,0.0,1.14414168937,1527.12527469,1527.12527469,572.676861995,1518.07440031,61746.8042589,1518.07440031,420431370WEST HANOVER TWP DIST 04,3415
420431380WICONISCO TWP DIST 01,817.65467128,803.946020761,0.0,15.4775086505,3.0955017301,0.0,5.30657439446,817.65467128,817.65467128,285.670588235,817.65467128,9255.99238754,817.65467128,420431380WICONISCO TWP DIST 01,3416
42043340HARRISBURG WD 09 DIST 02,2131.77026539,714.551941457,1266.54118416,5.05824039653,7.00371747212,1.26905487805,215.865626596,2131.77026539,2131.77026539,783.469216683,2123.29259903,28806.0741811,2123.29259903,42043340HARRISBURG WD 09 DIST 02,3417
42043350HARRISBURG WD 09 DIST 03,3078.69442124,904.403956666,2213.68190603,0.0,0.0,0.0,166.008180659,3078.69442124,3078.69442124,1152.61455555,3078.69442124,29110.287555,3078.69442124,42043350HARRISBURG WD 09 DIST 03,3418
42043360HARRISBURG WD 09 DIST 04,1207.38739057,829.627121811,392.294322266,0.0,0.0,0.0,21.7128371766,1207.38739057,1207.38739057,471.052037739,1185.46361562,26503.9002593,1185.46361562,42043360HARRISBURG WD 09 DIST 04,3419
42043370HARRISBURG WD 09 DIST 05,1392.24846282,480.388241458,776.556461793,33.9644599303,88.1630662021,0.0,96.6013238755,1392.24846282,1392.24846282,628.022607336,1392.24846282,16293.1269906,1392.24846282,42043370HARRISBURG WD 09 DIST 05,3420
42043380HARRISBURG WD 10 DIST 01,2503.62495109,1026.31256602,1405.7558052,72.6990932744,58.2964513479,0.0,71.3532659728,2503.62495109,2503.62495109,1087.12451583,2494.62495109,57770.9388278,2494.62495109,42043380HARRISBURG WD 10 DIST 01,3421
42043390HARRISBURG WD 10 DIST 02,2176.78696498,336.347276265,1832.43968872,0.0,0.0,0.0,30.0,2176.78696498,2176.78696498,744.714007782,2176.78696498,18219.077821,2176.78696498,42043390HARRISBURG WD 10 DIST 02,3422
420431390WICONISCO TWP DIST 02,729.363321799,717.134948097,0.0,13.8062283737,2.76124567474,0.0,4.73356401384,729.363321799,729.363321799,254.823529412,729.363321799,8256.51903114,729.363321799,420431390WICONISCO TWP DIST 02,3423
420431400WILLIAMS TWP DIST 01,1308.87159533,1274.97795071,29.5667963684,5.04798962387,0.0,0.0,13.7016861219,1308.87159533,1308.87159533,462.251621271,1302.38132296,14461.769131,1302.38132296,420431400WILLIAMS TWP DIST 01,3424
420431410WILLIAMSTOWN DIST 01,698.512337924,688.636851542,10.0160399107,2.40498639962,0.0,0.0,3.99221789883,698.512337924,698.512337924,280.415232426,696.62128734,13968.7436298,696.62128734,420431410WILLIAMSTOWN DIST 01,3425
420431420WILLIAMSTOWN DIST 02,486.616066746,483.385197744,4.41716372093,1.54702397652,0.0,0.0,1.30609597925,486.616066746,486.616066746,210.333146303,485.997389703,12508.4872392,485.997389703,420431420WILLIAMSTOWN DIST 02,3426
42043400HARRISBURG WD 10 DIST 03,785.781873053,490.965649199,252.918735487,9.10143166,37.1576168936,0.0,8.64673402715,785.781873053,785.781873053,329.458161339,785.781873053,21381.5834819,785.781873053,42043400HARRISBURG WD 10 DIST 03,3427
42043410HARRISBURG WD 10 DIST 04,2008.09675595,346.32714234,1642.53705547,0.0,0.0,0.0,51.9302325581,2008.09675595,2008.09675595,643.867387567,2008.09675595,39603.1082255,2008.09675595,42043410HARRISBURG WD 10 DIST 04,3428
42043420HARRISBURG WD 11,2238.0110826,1145.47353068,1047.60957487,0.0,18.7447916667,0.0,74.9414721982,2238.0110826,2238.0110826,868.324590956,1801.99638943,38524.7759432,1801.99638943,42043420HARRISBURG WD 11,3429
42043430HARRISBURG WD 12 DIST 01,1863.67750742,1076.25831443,760.076323803,0.0,36.4524739583,0.0,52.2851843849,1863.67750742,1863.67750742,925.399487307,1784.52106835,37097.0856222,1784.52106835,42043430HARRISBURG WD 12 DIST 01,3430
42043440HARRISBURG WD 13 DIST 01,1748.2709999,905.067041441,833.313425637,0.0,14.8337273444,0.0,66.3463264619,1748.2709999,1748.2709999,684.594821745,1740.48878575,33466.2989825,1740.48878575,42043440HARRISBURG WD 13 DIST 01,3431
42043450HARRISBURG WD 13 DIST 02,1569.37661187,666.481973275,737.674662132,3.14425087108,116.267310772,0.0,85.4213848321,1569.37661187,1569.37661187,624.636645971,1565.76911187,21674.0098932,1565.76911187,42043450HARRISBURG WD 13 DIST 02,3432
420452805SPRINGFIELD TWP WD 03 PCT 03,1270.03081589,1112.71663821,43.8377239199,0.0,104.991733003,0.0,8.48472075869,1270.03081589,1270.03081589,427.425093299,1270.03081589,38296.6947391,1270.03081589,420452805SPRINGFIELD TWP WD 03 PCT 03,3433
420452830SPRINGFIELD TWP WD 04 PCT 01,1226.0,1130.0,0.0,0.0,96.0,0.0,0.0,1226.0,1226.0,374.0,1226.0,43977.0,1226.0,420452830SPRINGFIELD TWP WD 04 PCT 01,3434
420452840SPRINGFIELD TWP WD 04 PCT 02,1444.61376509,1438.82693984,1.98735777497,0.0,5.7868252516,0.0,0.0,1444.61376509,1444.61376509,486.505869335,1444.61376509,45048.43202,1444.61376509,420452840SPRINGFIELD TWP WD 04 PCT 02,3435
420452825SPRINGFIELD TWP WD 04 PCT 03,918.187241848,917.563271125,0.0,0.0,0.623970722781,0.0,0.0,918.187241848,918.187241848,335.791970527,918.187241848,44405.5716452,918.187241848,420452825SPRINGFIELD TWP WD 04 PCT 03,3436
420452850SPRINGFIELD TWP WD 05 PCT 01,997.871022727,964.247727273,0.0,0.0,33.6232954545,0.0,0.0,997.871022727,997.871022727,353.329545455,997.871022727,26997.2267045,997.871022727,420452850SPRINGFIELD TWP WD 05 PCT 01,3437
420452860SPRINGFIELD TWP WD 05 PCT 02,1269.12633452,1190.36417556,0.0,0.0,78.7621589561,0.0,0.0,1269.12633452,1269.12633452,433.597864769,1269.12633452,28782.2912218,1269.12633452,420452860SPRINGFIELD TWP WD 05 PCT 02,3438
420451370HAVERFORD TWP WD 06 PCT 02,894.095176235,860.325956569,9.2664756447,0.0,17.8102893891,0.0,6.69245463228,894.095176235,894.095176235,374.740268475,894.095176235,40223.5157992,894.095176235,420451370HAVERFORD TWP WD 06 PCT 02,3439
420451380HAVERFORD TWP WD 06 PCT 03,1388.44139651,1312.21695761,62.0,0.0,14.2244389027,0.0,0.0,1388.44139651,1388.44139651,571.234413965,1388.44139651,67961.8603491,1388.44139651,420451380HAVERFORD TWP WD 06 PCT 03,3440
420451390HAVERFORD TWP WD 06 PCT 04,1511.11302996,1333.20342202,33.4104540108,0.0,170.56886547,0.0,6.37259615385,1511.11302996,1511.11302996,588.100475061,1511.11302996,89216.1022181,1511.11302996,420451390HAVERFORD TWP WD 06 PCT 04,3441
420451400HAVERFORD TWP WD 07 PCT 01,1099.48053962,1055.35738371,26.2704550501,10.9407079646,27.8997843119,0.0,0.0,1099.48053962,1099.48053962,405.344744043,1099.48053962,30596.1252208,1099.48053962,420451400HAVERFORD TWP WD 07 PCT 01,3442
420451410HAVERFORD TWP WD 07 PCT 02,1348.97074888,1301.80607099,31.0528118755,21.1221238938,19.6552669141,0.0,0.0,1348.97074888,1348.97074888,501.107545913,1348.97074888,24079.6708726,1348.97074888,420451410HAVERFORD TWP WD 07 PCT 02,3443
420451420HAVERFORD TWP WD 07 PCT 03,1803.29621883,1752.52171102,39.7053829327,6.93716814159,11.4248770895,0.0,0.0,1803.29621883,1803.29621883,649.334724436,1803.29621883,47634.9492671,1803.29621883,420451420HAVERFORD TWP WD 07 PCT 03,3444
420451430HAVERFORD TWP WD 07 PCT 04,1180.32876021,1140.14261825,22.1096189133,0.0,28.1302864891,0.0,0.0,1180.32876021,1180.32876021,419.593190735,1180.32876021,41203.1294892,1180.32876021,420451430HAVERFORD TWP WD 07 PCT 04,3445
420451500HAVERFORD TWP WD 09 PCT 03,925.686333084,905.098581031,0.0,0.0,20.5877520538,0.0,0.0,925.686333084,925.686333084,305.00373413,925.686333084,25375.5481703,925.686333084,420451500HAVERFORD TWP WD 09 PCT 03,3446
420451510HAVERFORD TWP WD 09 PCT 04,1437.27348547,1407.0668739,7.76741440378,0.0,30.2066115702,0.0,0.0,1437.27348547,1437.27348547,474.880296144,1437.27348547,44490.4636405,1437.27348547,420451510HAVERFORD TWP WD 09 PCT 04,3447
420451520LANSDOWNE PCT 01,1207.24468085,779.989361702,386.682624113,0.0,9.10815602837,0.0,38.0886524823,1207.24468085,1207.24468085,458.719858156,1207.24468085,26536.1985816,1207.24468085,420451520LANSDOWNE PCT 01,3448
420451530LANSDOWNE PCT 02,958.0,670.0,240.0,0.0,36.0,0.0,12.0,958.0,958.0,573.0,958.0,34321.0,958.0,420451530LANSDOWNE PCT 02,3449
420451540LANSDOWNE PCT 03,527.556418839,337.095557485,134.690111632,0.0,85.4938408485,0.0,0.0,527.556418839,527.556418839,260.656440761,522.409606759,30296.4633866,522.409606759,420451540LANSDOWNE PCT 03,3450
420451550LANSDOWNE PCT 04,1001.26181505,668.739315849,314.762735061,9.79518072289,37.9696364576,0.0,7.91134751773,1001.26181505,1001.26181505,463.637380755,997.197217734,34756.6216726,997.197217734,420451550LANSDOWNE PCT 04,3451
420451560LANSDOWNE PCT 05,1351.17785235,857.17114094,501.724832215,0.0,12.7348993289,0.0,0.0,1351.17785235,1351.17785235,548.151006711,1345.38926174,33576.8758389,1345.38926174,420451560LANSDOWNE PCT 05,3452
420451570LANSDOWNE PCT 06,1146.1959799,555.105527638,501.638190955,0.0,116.693467337,0.0,0.0,1146.1959799,1146.1959799,491.472361809,1146.1959799,55779.6582915,1146.1959799,420451570LANSDOWNE PCT 06,3453
420451580LANSDOWNE PCT 07,551.992743106,224.566037736,303.870827286,0.0,30.2300435414,0.0,5.49637155298,551.992743106,551.992743106,182.558055152,537.466618287,9723.08127721,537.466618287,420451580LANSDOWNE PCT 07,3454
420451680MARCUS HOOK WD 04,824.870081663,670.244988864,136.971046771,0.0,18.8715664439,32.2642910171,32.2642910171,824.870081663,824.870081663,259.331848552,824.870081663,10228.3890126,824.870081663,420451680MARCUS HOOK WD 04,3455
420451690MARPLE TWP WD 01 PCT 01,1379.54516807,1229.63340336,30.3392857143,0.0,119.572478992,0.0,0.0,1379.54516807,1379.54516807,433.673319328,1296.55829832,32906.5246849,1296.55829832,420451690MARPLE TWP WD 01 PCT 01,3456
420451700MARPLE TWP WD 01 PCT 02,1014.9234788,962.375397519,23.8323314474,3.36193619362,35.4396222185,0.0,0.0,1014.9234788,1014.9234788,337.250773082,935.150172528,17194.6513327,935.150172528,420451700MARPLE TWP WD 01 PCT 02,3457
420451710MARPLE TWP WD 01 PCT 03,1280.86927554,1220.19019787,31.8208734516,4.63806380638,36.6825170627,0.653316645807,1.45181476846,1280.86927554,1280.86927554,429.95200271,1160.23896345,20454.9378748,1160.23896345,420451710MARPLE TWP WD 01 PCT 03,3458
420451720MARPLE TWP WD 02 PCT 01,1212.0,1047.0,0.0,0.0,182.0,0.0,0.0,1212.0,1212.0,431.0,1212.0,25764.0,1212.0,420451720MARPLE TWP WD 02 PCT 01,3459
420451730MARPLE TWP WD 02 PCT 02,940.161290323,639.741935484,11.5268817204,0.0,288.892473118,0.0,0.0,940.161290323,940.161290323,319.870967742,940.161290323,24367.827957,940.161290323,420451730MARPLE TWP WD 02 PCT 02,3460
